Раздел,Поле,Значение,Estimate (часы),Estimate (дни),Приоритет,Сложность,Поля
USE CASE,Alternative Flow A2,Копирование сегмента: Мерчант нажимает "Дублировать" → Система создает копию → Открывает конструктор для редактирования,8,1,Средний,Низкая,"segmentId - Уникальный идентификатор сегмента
name - Название сегмента
description - Описание сегмента
criteria - JSON критерии сегментации
playerCount - Количество игроков в сегменте
isActive - Флаг активности
createdAt - Дата создания"
USE CASE,Alternative Flow A3,Просмотр аналитики сегмента: Мерчант нажимает на иконку "Аналитика" → Система открывает панель метрик → Показывает эффективность сегмента,10,1.25,Средний,Низкая,"analyticsId - Уникальный идентификатор аналитики
segmentId - Ссылка на сегмент
metricType - Тип метрики (размер/динамика/качество)
metricValue - Значение метрики
period - Период измерения
lastUpdated - Дата последнего обновления"
USE CASE,Alternative Flow A4,Массовая сегментация: Мерчант выбирает "Массовая сегментация" → Система показывает шаблоны → Позволяет создать несколько сегментов,16,2,Средний,Высокая,"batchSegmentationId - Уникальный идентификатор массовой сегментации
templateId - Ссылка на шаблон
segmentCount - Количество созданных сегментов
status - Статус выполнения
startTime - Время начала
endTime - Время завершения"
USE CASE,Exception Flow E1,Ошибка ML-модели: Модель не может обработать данные → Система показывает ошибку → Предлагает альтернативные алгоритмы,8,1,Высокий,Низкая,"mlModelId - Уникальный идентификатор ML модели
name - Название модели
algorithm - Алгоритм (Random Forest/K-Means/XGBoost)
version - Версия модели
accuracy - Точность модели
trainingDate - Дата обучения
isActive - Флаг активности"
USE CASE,Exception Flow E2,Недостаточно данных: Для сегментации недостаточно данных → Система показывает предупреждение → Предлагает изменить критерии,6,0.75,Высокий,Низкая,"criteriaId - Уникальный идентификатор критерия
segmentId - Ссылка на сегмент
fieldName - Название поля
operator - Оператор сравнения
value - Значение критерия
weight - Вес критерия
isRequired - Флаг обязательности"
USE CASE,Exception Flow E3,Низкая точность модели: Точность модели ниже порога → Система показывает предупреждение → Предлагает переобучить модель,8,1,Средний,Низкая,"mlModelId - Уникальный идентификатор ML модели
name - Название модели
algorithm - Алгоритм (Random Forest/K-Means/XGBoost)
version - Версия модели
accuracy - Точность модели
trainingDate - Дата обучения
isActive - Флаг активности"
USE CASE,Postcondition Success,Сегмент создан и настроен ML-модель обучена Игроки сегментированы,0,0,Высокий,Высокая,"segmentId - Уникальный идентификатор сегмента
name - Название сегмента
description - Описание сегмента
criteria - JSON критерии сегментации
playerCount - Количество игроков в сегменте
isActive - Флаг активности
createdAt - Дата создания

criteriaId - Уникальный идентификатор критерия
segmentId - Ссылка на сегмент
fieldName - Название поля
operator - Оператор сравнения
value - Значение критерия
weight - Вес критерия
isRequired - Флаг обязательности

mlModelId - Уникальный идентификатор ML модели
name - Название модели
algorithm - Алгоритм (Random Forest/K-Means/XGBoost)
version - Версия модели
accuracy - Точность модели
trainingDate - Дата обучения
isActive - Флаг активности

segmentationId - Уникальный идентификатор процесса сегментации
segmentId - Ссылка на сегмент
status - Статус (запущена/завершена/ошибка)
startTime - Время начала
endTime - Время завершения
processedPlayers - Количество обработанных игроков

playerProfileId - Уникальный идентификатор профиля игрока
playerId - Ссылка на игрока
segmentId - Ссылка на сегмент
rfmScore - RFM оценка
arpuValue - ARPU значение
churnRisk - Риск оттока
lastCalculated - Дата последнего расчета

segmentTypeId - Уникальный идентификатор типа сегмента
name - Название типа
description - Описание типа
algorithm - Алгоритм сегментации
parameters - JSON параметры
isMLBased - Флаг ML-основанного типа
createdAt - Дата создания

analyticsId - Уникальный идентификатор аналитики
segmentId - Ссылка на сегмент
metricType - Тип метрики (размер/динамика/качество)
metricValue - Значение метрики
period - Период измерения
lastUpdated - Дата последнего обновления"
USE CASE,Postcondition Failure,Сегмент не создан или содержит ошибки Данные сохраняются как черновик Мерчант получает уведомление об ошибке,0,0,Высокий,Высокая,"segmentId - Уникальный идентификатор сегмента
name - Название сегмента
description - Описание сегмента
criteria - JSON критерии сегментации
playerCount - Количество игроков в сегменте
isActive - Флаг активности
createdAt - Дата создания"
USE CASE,Ключевые метрики,Время создания сегмента Точность ML-модели Размер сегмента,0,0,Высокий,Высокая,"analyticsId - Уникальный идентификатор аналитики
segmentId - Ссылка на сегмент
metricType - Тип метрики (размер/динамика/качество)
metricValue - Значение метрики
period - Период измерения
lastUpdated - Дата последнего обновления"
USE CASE,Приоритет,Высокий,0,0,Высокий,Высокая,
USE CASE,Сложность,Высокая,0,0,Высокий,Высокая,
USE CASE,Зависимости,ML Engine Segment Builder Analytics Dashboard Data Processing,0,0,Высокий,Высокая,
USE CASE,Общая оценка (Use Case),,104,13,Высокий,Высокая,



