Раздел,Поле,Значение,Estimate (часы),Estimate (дни),Приоритет,Сложность,Поля
USE CASE,Main Flow Step 7,Настройка параметров: Мерчант настраивает частоту синхронизации через слайдер → Выбирает метрики для импорта чекбоксами → Устанавливает время запуска,16,2,Высокий,Средняя,"configId - Уникальный идентификатор конфигурации
integrationId - Ссылка на интеграцию
syncFrequency - Частота синхронизации
selectedMetrics - Выбранные метрики
timezone - Часовой пояс
isActive - Флаг активности
lastUpdated - Дата последнего обновления"
USE CASE,Main Flow Step 8,Сохранение интеграции: Мерчант нажимает кнопку "Сохранить" → Система показывает подтверждение → Перенаправляет на страницу списка интеграций,8,1,Высокий,Низкая,"integrationId - Уникальный идентификатор интеграции
serviceName - Название внешнего сервиса
apiKey - API ключ для подключения
status - Статус интеграции (активна/неактивна)
lastSync - Время последней синхронизации
createdAt - Дата создания
updatedAt - Дата обновления"
USE CASE,Alternative Flow A1,Редактирование существующей интеграции: Мерчант нажимает на карточку интеграции → Система открывает форму редактирования → Показывает текущие настройки,12,1.5,Высокий,Средняя,"integrationId - Уникальный идентификатор интеграции
serviceName - Название внешнего сервиса
apiKey - API ключ для подключения
status - Статус интеграции (активна/неактивна)
lastSync - Время последней синхронизации
createdAt - Дата создания
updatedAt - Дата обновления"
USE CASE,Alternative Flow A2,Просмотр логов синхронизации: Мерчант нажимает на иконку "История" → Система открывает боковую панель с логами → Показывает детали последних синхронизаций,8,1,Средний,Низкая,"syncLogId - Уникальный идентификатор лога синхронизации
integrationId - Ссылка на интеграцию
syncType - Тип синхронизации (полная/инкрементальная)
status - Статус (успешно/ошибка/в процессе)
startTime - Время начала
endTime - Время завершения
recordsProcessed - Количество обработанных записей
errorMessage - Сообщение об ошибке"
USE CASE,Alternative Flow A3,Управление алертами: Мерчант нажимает на переключатель "Уведомления" → Система показывает настройки алертов → Позволяет настроить каналы уведомлений,10,1.25,Средний,Низкая,"alertId - Уникальный идентификатор алерта
integrationId - Ссылка на интеграцию
alertType - Тип алерта (ошибка/успех/предупреждение)
threshold - Пороговое значение
notificationChannels - Каналы уведомлений
isActive - Флаг активности
createdAt - Дата создания"
USE CASE,Exception Flow E1,Ошибка валидации формы: Система обнаруживает некорректные данные → Подсвечивает поля с ошибками → Показывает сообщения об ошибках,6,0.75,Высокий,Низкая,"credentialsId - Уникальный идентификатор учетных данных
integrationId - Ссылка на интеграцию
credentialType - Тип учетных данных (API ключ/токен)
encryptedValue - Зашифрованное значение
isActive - Флаг активности
createdAt - Дата создания
updatedAt - Дата обновления"
USE CASE,Exception Flow E2,Ошибка подключения: Тест подключения завершается ошибкой → Система показывает красный индикатор → Отображает детальное сообщение об ошибке,8,1,Высокий,Низкая,"syncLogId - Уникальный идентификатор лога синхронизации
integrationId - Ссылка на интеграцию
syncType - Тип синхронизации (полная/инкрементальная)
status - Статус (успешно/ошибка/в процессе)
startTime - Время начала
endTime - Время завершения
recordsProcessed - Количество обработанных записей
errorMessage - Сообщение об ошибке"
USE CASE,Exception Flow E3,Превышение лимитов API: Система обнаруживает превышение лимитов → Показывает предупреждение → Предлагает увеличить лимиты или изменить частоту,6,0.75,Средний,Низкая,"serviceId - Уникальный идентификатор сервиса
name - Название сервиса
type - Тип сервиса (analytics/tracking)
apiEndpoint - URL API для подключения
authenticationType - Тип аутентификации
rateLimits - Лимиты запросов
supportedMetrics - Поддерживаемые метрики"
USE CASE,Postcondition Success,Интеграция настроена и активна Мерчант видит статус подключения в дашборде Доступны данные из внешнего сервиса,0,0,Высокий,Высокая,"integrationId - Уникальный идентификатор интеграции
serviceName - Название внешнего сервиса
apiKey - API ключ для подключения
status - Статус интеграции (активна/неактивна)
lastSync - Время последней синхронизации
createdAt - Дата создания
updatedAt - Дата обновления

serviceId - Уникальный идентификатор сервиса
name - Название сервиса
type - Тип сервиса (analytics/tracking)
apiEndpoint - URL API для подключения
authenticationType - Тип аутентификации
rateLimits - Лимиты запросов
supportedMetrics - Поддерживаемые метрики

mappingId - Уникальный идентификатор маппинга
integrationId - Ссылка на интеграцию
sourceField - Исходное поле
targetField - Целевое поле
transformationRule - Правило трансформации
isActive - Флаг активности

syncLogId - Уникальный идентификатор лога синхронизации
integrationId - Ссылка на интеграцию
syncType - Тип синхронизации (полная/инкрементальная)
status - Статус (успешно/ошибка/в процессе)
startTime - Время начала
endTime - Время завершения
recordsProcessed - Количество обработанных записей
errorMessage - Сообщение об ошибке

metricsId - Уникальный идентификатор метрики
integrationId - Ссылка на интеграцию
metricName - Название метрики
metricType - Тип метрики (числовая/текстовая/дата)
sourcePath - Путь к данным в источнике
aggregationType - Тип агрегации
isActive - Флаг активности

alertId - Уникальный идентификатор алерта
integrationId - Ссылка на интеграцию
alertType - Тип алерта (ошибка/успех/предупреждение)
threshold - Пороговое значение
notificationChannels - Каналы уведомлений
isActive - Флаг активности
createdAt - Дата создания

templateId - Уникальный идентификатор шаблона
serviceType - Тип сервиса
templateName - Название шаблона
templateConfig - Конфигурация шаблона
isDefault - Флаг по умолчанию
createdAt - Дата создания

credentialsId - Уникальный идентификатор учетных данных
integrationId - Ссылка на интеграцию
credentialType - Тип учетных данных (API ключ/токен)
encryptedValue - Зашифрованное значение
isActive - Флаг активности
createdAt - Дата создания
updatedAt - Дата обновления

configId - Уникальный идентификатор конфигурации
integrationId - Ссылка на интеграцию
syncFrequency - Частота синхронизации
selectedMetrics - Выбранные метрики
timezone - Часовой пояс
isActive - Флаг активности
lastUpdated - Дата последнего обновления

analyticsId - Уникальный идентификатор аналитики
integrationId - Ссылка на интеграцию
dataType - Тип данных
lastProcessed - Время последней обработки
recordCount - Количество записей
qualityScore - Оценка качества данных"
USE CASE,Postcondition Failure,Интеграция не настроена Форма остается открытой с ошибками Мерчант получает уведомление об ошибке,0,0,Высокий,Высокая,"integrationId - Уникальный идентификатор интеграции
serviceName - Название внешнего сервиса
apiKey - API ключ для подключения
status - Статус интеграции (активна/неактивна)
lastSync - Время последней синхронизации
createdAt - Дата создания
updatedAt - Дата обновления"
USE CASE,Ключевые метрики,Время настройки интеграции Количество ошибок валидации Успешность тестирования подключения,0,0,Высокий,Высокая,"analyticsId - Уникальный идентификатор аналитики
integrationId - Ссылка на интеграцию
dataType - Тип данных
lastProcessed - Время последней обработки
recordCount - Количество записей
qualityScore - Оценка качества данных"
USE CASE,Приоритет,Высокий,0,0,Высокий,Высокая,
USE CASE,Сложность,Высокая,0,0,Высокий,Высокая,
USE CASE,Зависимости,UI Components Form Validation Notification System,0,0,Высокий,Высокая,
USE CASE,Общая оценка (Use Case),,108,13.5,Высокий,Высокая,
