Раздел,Поле,Значение,Estimate (часы),Estimate (дни),Приоритет,Сложность,Поля
USE CASE,Alternative Flow A3,Копирование компонента: Мерчант правой кнопкой на компонент → Выбирает "Копировать" → Вставляет копию в нужное место,6,0.75,Средний,Низкая,"componentId - Уникальный идентификатор компонента
layoutId - Ссылка на макет
componentType - Тип компонента (кнопка/текст/изображение)
positionX - Позиция по X
positionY - Позиция по Y
width - Ширина компонента
height - Высота компонента
zIndex - Слой компонента"
USE CASE,Alternative Flow A4,Группировка компонентов: Мерчант выбирает несколько компонентов → Нажимает "Группировать" → Создает группу для совместного редактирования,10,1.25,Средний,Низкая,"groupId - Уникальный идентификатор группы
layoutId - Ссылка на макет
groupName - Название группы
componentIds - Список ID компонентов
isVisible - Флаг видимости
isLocked - Флаг блокировки
createdAt - Дата создания"
USE CASE,Alternative Flow A5,Импорт медиа: Мерчант нажимает "Импорт" → Система открывает файловый менеджер → Позволяет загрузить изображения и видео,12,1.5,Средний,Средняя,"mediaId - Уникальный идентификатор медиа
uiBuilderId - Ссылка на UI Builder
fileName - Название файла
fileType - Тип файла
fileSize - Размер файла
uploadedAt - Дата загрузки
isUsed - Флаг использования"
USE CASE,Exception Flow E1,Ошибка загрузки компонента: Система не может загрузить компонент → Показывает сообщение об ошибке → Предлагает повторить попытку,6,0.75,Высокий,Низкая,"componentId - Уникальный идентификатор компонента
layoutId - Ссылка на макет
componentType - Тип компонента (кнопка/текст/изображение)
positionX - Позиция по X
positionY - Позиция по Y
width - Ширина компонента
height - Высота компонента
zIndex - Слой компонента"
USE CASE,Exception Flow E2,Конфликт стилей: Система обнаруживает конфликт стилей → Показывает предупреждение → Предлагает варианты решения,8,1,Высокий,Низкая,"styleId - Уникальный идентификатор стиля
componentId - Ссылка на компонент
propertyName - Название свойства
propertyValue - Значение свойства
propertyType - Тип свойства (цвет/размер/шрифт)
isInherited - Флаг наследования
lastUpdated - Дата обновления"
USE CASE,Exception Flow E3,Превышение лимитов: Система обнаруживает слишком много компонентов → Показывает предупреждение → Предлагает оптимизировать макет,6,0.75,Средний,Низкая,"layoutId - Уникальный идентификатор макета
uiBuilderId - Ссылка на UI Builder
layoutType - Тип макета (desktop/mobile/tablet)
gridColumns - Количество колонок сетки
gridGap - Расстояние между элементами
containerWidth - Ширина контейнера
isResponsive - Флаг адаптивности"
USE CASE,Postcondition Success,Интерфейс создан и настроен Компоненты размещены и стилизованы Интерфейс опубликован в магазине,0,0,Высокий,Высокая,"uiBuilderId - Уникальный идентификатор UI Builder
name - Название проекта
description - Описание проекта
status - Статус (черновик/опубликован/архив)
createdAt - Дата создания
updatedAt - Дата обновления
author - Автор проекта

layoutId - Уникальный идентификатор макета
uiBuilderId - Ссылка на UI Builder
layoutType - Тип макета (desktop/mobile/tablet)
gridColumns - Количество колонок сетки
gridGap - Расстояние между элементами
containerWidth - Ширина контейнера
isResponsive - Флаг адаптивности

componentId - Уникальный идентификатор компонента
layoutId - Ссылка на макет
componentType - Тип компонента (кнопка/текст/изображение)
positionX - Позиция по X
positionY - Позиция по Y
width - Ширина компонента
height - Высота компонента
zIndex - Слой компонента

templateId - Уникальный идентификатор шаблона
name - Название шаблона
description - Описание шаблона
category - Категория шаблона
previewImage - Изображение превью
componentCount - Количество компонентов
isPremium - Флаг премиум шаблона
createdAt - Дата создания

themeId - Уникальный идентификатор темы
name - Название темы
primaryColor - Основной цвет
secondaryColor - Вторичный цвет
accentColor - Акцентный цвет
backgroundColor - Цвет фона
textColor - Цвет текста
fontFamily - Семейство шрифтов

styleId - Уникальный идентификатор стиля
componentId - Ссылка на компонент
propertyName - Название свойства
propertyValue - Значение свойства
propertyType - Тип свойства (цвет/размер/шрифт)
isInherited - Флаг наследования
lastUpdated - Дата обновления

componentLibraryId - Уникальный идентификатор библиотеки
name - Название библиотеки
description - Описание библиотеки
category - Категория библиотеки
componentCount - Количество компонентов
isPublic - Флаг публичности
createdAt - Дата создания

groupId - Уникальный идентификатор группы
layoutId - Ссылка на макет
groupName - Название группы
componentIds - Список ID компонентов
isVisible - Флаг видимости
isLocked - Флаг блокировки
createdAt - Дата создания

mediaId - Уникальный идентификатор медиа
uiBuilderId - Ссылка на UI Builder
fileName - Название файла
fileType - Тип файла
fileSize - Размер файла
uploadedAt - Дата загрузки
isUsed - Флаг использования"
USE CASE,Postcondition Failure,Интерфейс не создан Проект сохраняется как черновик Мерчант получает уведомление об ошибке,0,0,Высокий,Высокая,"uiBuilderId - Уникальный идентификатор UI Builder
name - Название проекта
description - Описание проекта
status - Статус (черновик/опубликован/архив)
createdAt - Дата создания
updatedAt - Дата обновления
author - Автор проекта"
USE CASE,Ключевые метрики,Время создания интерфейса Количество используемых компонентов Успешность публикации,0,0,Высокий,Высокая,"uiBuilderId - Уникальный идентификатор UI Builder
name - Название проекта
description - Описание проекта
status - Статус (черновик/опубликован/архив)
createdAt - Дата создания
updatedAt - Дата обновления
author - Автор проекта"
USE CASE,Приоритет,Высокий,0,0,Высокий,Высокая,
USE CASE,Сложность,Высокая,0,0,Высокий,Высокая,
USE CASE,Зависимости,Drag & Drop Library Component Library Theme Engine Media Manager,0,0,Высокий,Высокая,
USE CASE,Общая оценка (Use Case),,108,13.5,Высокий,Высокая,



